t_ms	bot_id	team	code	changed_slots
236501	bot-71	alpha	S00r-4410	state
238786	bot-62	alpha	P00r-4320	state
238986	bot-69	alpha	P00r-4320	state
239092	bot-60	alpha	P00m-2330	state
239092	bot-64	alpha	P00r-2420	state
243791	bot-62	alpha	S00r-4320	state
243990	bot-69	alpha	S00r-4320	state
244095	bot-60	alpha	S00m-2330	state
244095	bot-64	alpha	S00r-2420	state
248504	bot-71	alpha	P00r-4410	state
253507	bot-71	alpha	S00r-4410	state
255802	bot-62	alpha	P00r-4320	state
255996	bot-69	alpha	P00r-4320	state
256117	bot-60	alpha	P00m-2330	state
256117	bot-64	alpha	P00r-2420	state
260819	bot-62	alpha	S00r-4320	state
260997	bot-69	alpha	S00r-4320	state
261119	bot-60	alpha	S00m-2330	state
261119	bot-64	alpha	S00r-2420	state
265522	bot-71	alpha	P00r-4410	state
270524	bot-71	alpha	S00r-4410	state
272821	bot-62	alpha	P00r-4320	state
273010	bot-69	alpha	P00r-4320	state
273136	bot-60	alpha	P00m-2330	state
273136	bot-64	alpha	P00r-2420	state
277824	bot-62	alpha	S00r-4320	state
278013	bot-69	alpha	S00r-4320	state
278146	bot-60	alpha	S00m-2330	state
278146	bot-64	alpha	S00r-2420	state
282525	bot-71	alpha	P00r-4410	state
287527	bot-71	alpha	S00r-4410	state
289836	bot-62	alpha	P00r-4320	state
290020	bot-69	alpha	P00r-4320	state
290155	bot-60	alpha	P00m-2330	state
290155	bot-64	alpha	P00r-2420	state
294848	bot-62	alpha	S00r-4320	state
295034	bot-69	alpha	S00r-4320	state
295167	bot-60	alpha	S00m-2330	state
295167	bot-64	alpha	S00r-2420	state
299542	bot-71	alpha	P00r-4410	state
304548	bot-71	alpha	S00r-4410	state
306857	bot-62	alpha	P00r-4320	state
307044	bot-69	alpha	P00r-4320	state
307185	bot-60	alpha	P00m-2330	state
307185	bot-64	alpha	P00r-2420	state
311866	bot-62	alpha	S00r-4320	state
312048	bot-69	alpha	S00r-4320	state
312190	bot-60	alpha	S00m-2330	state
312190	bot-64	alpha	S00r-2420	state
316562	bot-71	alpha	P00r-4410	state
321587	bot-71	alpha	S00r-4410	state
323873	bot-62	alpha	P00r-4320	state
324062	bot-69	alpha	P00r-4320	state
324197	bot-60	alpha	P00m-2330	state
324197	bot-64	alpha	P00r-2420	state
328880	bot-62	alpha	S00r-4320	state
329075	bot-69	alpha	S00r-4320	state
329203	bot-60	alpha	S00m-2330	state
329203	bot-64	alpha	S00r-2420	state
333602	bot-71	alpha	P00r-4410	state
338628	bot-71	alpha	S00r-4410	state
340887	bot-62	alpha	P00r-4320	state
341082	bot-69	alpha	P00r-4320	state
341203	bot-60	alpha	P00m-2330	state
341203	bot-64	alpha	P00r-2420	state
345888	bot-62	alpha	S00r-4320	state
346100	bot-69	alpha	S00r-4320	state
346211	bot-60	alpha	S00m-2330	state
346211	bot-64	alpha	S00r-2420	state
350632	bot-71	alpha	P00r-4410	state
355646	bot-71	alpha	S00r-4410	state
357901	bot-62	alpha	P00r-4320	state
358110	bot-69	alpha	P00r-4320	state
358221	bot-60	alpha	P00m-2330	state
358221	bot-64	alpha	P00r-2420	state
362908	bot-62	alpha	S00r-4320	state
363124	bot-69	alpha	S00r-4320	state
363232	bot-60	alpha	S00m-2330	state
363232	bot-64	alpha	S00r-2420	state
367656	bot-71	alpha	P00r-4410	state
372658	bot-71	alpha	S00r-4410	state
374915	bot-62	alpha	P00r-4320	state
375135	bot-69	alpha	P00r-4320	state
375238	bot-60	alpha	P00m-2330	state
375238	bot-64	alpha	P00r-2420	state
379924	bot-62	alpha	S00r-4320	state
380145	bot-69	alpha	S00r-4320	state
380247	bot-60	alpha	S00m-2330	state
380247	bot-64	alpha	S00r-2420	state
384660	bot-71	alpha	P00r-4410	state
389671	bot-71	alpha	S00r-4410	state
391927	bot-62	alpha	P00r-4320	state
392161	bot-69	alpha	P00r-4320	state
392281	bot-60	alpha	P00m-2330	state
392281	bot-64	alpha	P00r-2420	state
396958	bot-62	alpha	S00r-4320	state
397193	bot-69	alpha	S00r-4320	state
397290	bot-60	alpha	S00m-2330	state
397290	bot-64	alpha	S00r-2420	state
401676	bot-71	alpha	P00r-4410	state
406680	bot-71	alpha	S00r-4410	state
408972	bot-62	alpha	P00r-4320	state
409209	bot-69	alpha	P00r-4320	state
409293	bot-60	alpha	P00m-2330	state
409293	bot-64	alpha	P00r-2420	state
413980	bot-62	alpha	S00r-4320	state
414214	bot-69	alpha	S00r-4320	state
414293	bot-60	alpha	S00m-2330	state
414293	bot-64	alpha	S00r-2420	state
418687	bot-71	alpha	P00r-4410	state
423696	bot-71	alpha	S00r-4410	state
425989	bot-62	alpha	P00r-4320	state
426226	bot-69	alpha	P00r-4320	state
426295	bot-60	alpha	P00m-2330	state
426295	bot-64	alpha	P00r-2420	state
430999	bot-62	alpha	S00r-4320	state
431244	bot-69	alpha	S00r-4320	state
431296	bot-60	alpha	S00m-2330	state
431296	bot-64	alpha	S00r-2420	state
435706	bot-71	alpha	P00r-4410	state
440728	bot-71	alpha	S00r-4410	state
443004	bot-62	alpha	P00r-4320	state
443256	bot-69	alpha	P00r-4320	state
443314	bot-60	alpha	P00m-2330	state
443314	bot-64	alpha	P00r-2420	state
448005	bot-62	alpha	S00r-4320	state
448260	bot-69	alpha	S00r-4320	state
448333	bot-60	alpha	S00m-2330	state
448333	bot-64	alpha	S00r-2420	state
452756	bot-71	alpha	P00r-4410	state
457776	bot-71	alpha	S00r-4410	state
460015	bot-62	alpha	P00r-4320	state
460274	bot-69	alpha	P00r-4320	state
460353	bot-60	alpha	P00m-2330	state
460353	bot-64	alpha	P00r-2420	state
465022	bot-62	alpha	S00r-4320	state
465285	bot-69	alpha	S00r-4320	state
465358	bot-60	alpha	S00m-2330	state
465358	bot-64	alpha	S00r-2420	state
469781	bot-71	alpha	P00r-4410	state
474786	bot-71	alpha	S00r-4410	state
477028	bot-62	alpha	P00r-4320	state
477297	bot-69	alpha	P00r-4320	state
477361	bot-60	alpha	P00m-2330	state
477361	bot-64	alpha	P00r-2420	state
482037	bot-62	alpha	S00r-4320	state
482304	bot-69	alpha	S00r-4320	state
482369	bot-60	alpha	S00m-2330	state
482369	bot-64	alpha	S00r-2420	state
486803	bot-71	alpha	P00r-4410	state
491807	bot-71	alpha	S00r-4410	state
494053	bot-62	alpha	P00r-4320	state
494306	bot-69	alpha	P00r-4320	state
494370	bot-60	alpha	P00m-2330	state
494370	bot-64	alpha	P00r-2420	state
499054	bot-62	alpha	S00r-4320	state
499323	bot-69	alpha	S00r-4320	state
499371	bot-60	alpha	S00m-2330	state
499371	bot-64	alpha	S00r-2420	state
503820	bot-71	alpha	P00r-4410	state
508820	bot-71	alpha	S00r-4410	state
511077	bot-62	alpha	P00r-4320	state
511346	bot-69	alpha	P00r-4320	state
511424	bot-60	alpha	P00m-2330	state
511424	bot-64	alpha	P00r-2420	state
516093	bot-62	alpha	S00r-4320	state
516365	bot-69	alpha	S00r-4320	state
516433	bot-60	alpha	S00m-2330	state
516433	bot-64	alpha	S00r-2420	state
520847	bot-71	alpha	P00r-4410	state
525864	bot-71	alpha	S00r-4410	state
528093	bot-62	alpha	P00r-4320	state
528379	bot-69	alpha	P00r-4320	state
528444	bot-60	alpha	P00m-2330	state
528444	bot-64	alpha	P00r-2420	state
533095	bot-62	alpha	S00r-4320	state
533397	bot-69	alpha	S00r-4320	state
533445	bot-60	alpha	S00m-2330	state
533445	bot-64	alpha	S00r-2420	state
537884	bot-71	alpha	P00r-4410	state
542903	bot-71	alpha	S00r-4410	state
545096	bot-62	alpha	P00r-4320	state
545402	bot-69	alpha	P00r-4320	state
545455	bot-60	alpha	P00m-2330	state
545455	bot-64	alpha	P00r-2420	state
550099	bot-62	alpha	S00r-4320	state
550415	bot-69	alpha	S00r-4320	state
550467	bot-60	alpha	S00m-2330	state
550467	bot-64	alpha	S00r-2420	state
554939	bot-71	alpha	P00r-4410	state
559957	bot-71	alpha	S00r-4410	state
562130	bot-62	alpha	P00r-4320	state
562420	bot-69	alpha	P00r-4320	state
562491	bot-60	alpha	P00m-2330	state
562491	bot-64	alpha	P00r-2420	state
567151	bot-62	alpha	S00r-4320	state
567455	bot-69	alpha	S00r-4320	state
567522	bot-60	alpha	S00m-2330	state
567522	bot-64	alpha	S00r-2420	state
571966	bot-71	alpha	P00r-4410	state
576972	bot-71	alpha	S00r-4410	state
579168	bot-62	alpha	P00r-4320	state
579462	bot-69	alpha	P00r-4320	state
579528	bot-60	alpha	P00m-2330	state
579528	bot-64	alpha	P00r-2420	state
584170	bot-62	alpha	S00r-4320	state
584472	bot-69	alpha	S00r-4320	state
584539	bot-60	alpha	S00m-2330	state
584539	bot-64	alpha	S00r-2420	state
588986	bot-71	alpha	P00r-4410	state
593990	bot-71	alpha	S00r-4410	state
596183	bot-62	alpha	P00r-4320	state
596485	bot-69	alpha	P00r-4320	state
596554	bot-60	alpha	P00m-2330	state
596554	bot-64	alpha	P00r-2420	state
601193	bot-62	alpha	S00r-4320	state
601494	bot-69	alpha	S00r-4320	state
601556	bot-60	alpha	S00m-2330	state
601556	bot-64	alpha	S00r-2420	state
605996	bot-71	alpha	P00r-4410	state
611012	bot-71	alpha	S00r-4410	state
613200	bot-62	alpha	P00r-4320	state
613505	bot-69	alpha	P00r-4320	state
613565	bot-60	alpha	P00m-2330	state
613565	bot-64	alpha	P00r-2420	state
618217	bot-62	alpha	S00r-4320	state
618519	bot-69	alpha	S00r-4320	state
618572	bot-60	alpha	S00m-2330	state
618572	bot-64	alpha	S00r-2420	state
623030	bot-71	alpha	P00r-4410	state
628056	bot-71	alpha	S00r-4410	state
630220	bot-62	alpha	P00r-4320	state
630539	bot-69	alpha	P00r-4320	state
630609	bot-60	alpha	P00m-2330	state
630609	bot-64	alpha	P00r-2420	state
635226	bot-62	alpha	S00r-4320	state
635551	bot-69	alpha	S00r-4320	state
635625	bot-60	alpha	S00m-2330	state
635625	bot-64	alpha	S00r-2420	state
640065	bot-71	alpha	P00r-4410	state
645073	bot-71	alpha	S00r-4410	state
647226	bot-62	alpha	P00r-4320	state
647556	bot-69	alpha	P00r-4320	state
647633	bot-60	alpha	P00m-2330	state
647633	bot-64	alpha	P00r-2420	state
652226	bot-62	alpha	S00r-4320	state
652573	bot-69	alpha	S00r-4320	state
652653	bot-60	alpha	S00m-2330	state
652653	bot-64	alpha	S00r-2420	state
657073	bot-71	alpha	P00r-4410	state
662088	bot-71	alpha	S00r-4410	state
664244	bot-62	alpha	P00r-4320	state
664584	bot-69	alpha	P00r-4320	state
664656	bot-60	alpha	P00m-2330	state
664656	bot-64	alpha	P00r-2420	state
669259	bot-62	alpha	S00r-4320	state
669584	bot-69	alpha	S00r-4320	state
669665	bot-60	alpha	S00m-2330	state
669665	bot-64	alpha	S00r-2420	state
674102	bot-71	alpha	P00r-4410	state
679123	bot-71	alpha	S00r-4410	state
681276	bot-62	alpha	P00r-4320	state
681588	bot-69	alpha	P00r-4320	state
681697	bot-60	alpha	P00m-2330	state
681697	bot-64	alpha	P00r-2420	state
686289	bot-62	alpha	S00r-4320	state
686611	bot-69	alpha	S00r-4320	state
686699	bot-60	alpha	S00m-2330	state
686699	bot-64	alpha	S00r-2420	state
691154	bot-71	alpha	P00r-4410	state
696161	bot-71	alpha	S00r-4410	state
698316	bot-62	alpha	P00r-4320	state
698621	bot-69	alpha	P00r-4320	state
698720	bot-60	alpha	P00m-2330	state
698720	bot-64	alpha	P00r-2420	state
703331	bot-62	alpha	S00r-4320	state
703640	bot-69	alpha	S00r-4320	state
703727	bot-60	alpha	S00m-2330	state
703727	bot-64	alpha	S00r-2420	state
708177	bot-71	alpha	P00r-4410	state
713198	bot-71	alpha	S00r-4410	state
715343	bot-62	alpha	P00r-4320	state
715659	bot-69	alpha	P00r-4320	state
715739	bot-60	alpha	P00m-2330	state
715739	bot-64	alpha	P00r-2420	state
720349	bot-62	alpha	S00r-4320	state
720660	bot-69	alpha	S00r-4320	state
720758	bot-60	alpha	S00m-2330	state
720758	bot-64	alpha	S00r-2420	state
725208	bot-71	alpha	P00r-4410	state
730227	bot-71	alpha	S00r-4410	state
732367	bot-62	alpha	P00r-4320	state
732685	bot-69	alpha	P00r-4320	state
732761	bot-60	alpha	P00m-2330	state
732761	bot-64	alpha	P00r-2420	state
737382	bot-62	alpha	S00r-4320	state
737706	bot-69	alpha	S00r-4320	state
737788	bot-60	alpha	S00m-2330	state
737788	bot-64	alpha	S00r-2420	state
742233	bot-71	alpha	P00r-4410	state
747237	bot-71	alpha	S00r-4410	state
749389	bot-62	alpha	P00r-4320	state
749727	bot-69	alpha	P00r-4320	state
749796	bot-60	alpha	P00m-2330	state
749796	bot-64	alpha	P00r-2420	state
754394	bot-62	alpha	S00r-4320	state
754735	bot-69	alpha	S00r-4320	state
754815	bot-60	alpha	S00m-2330	state
754815	bot-64	alpha	S00r-2420	state
759237	bot-71	alpha	P00r-4410	state
764249	bot-71	alpha	S00r-4410	state
766399	bot-62	alpha	P00r-4320	state
766748	bot-69	alpha	P00r-4320	state
766816	bot-60	alpha	P00m-2330	state
766816	bot-64	alpha	P00r-2420	state
771402	bot-62	alpha	S00r-4320	state
771752	bot-69	alpha	S00r-4320	state
771836	bot-60	alpha	S00m-2330	state
771836	bot-64	alpha	S00r-2420	state
776268	bot-71	alpha	P00r-4410	state
781289	bot-71	alpha	S00r-4410	state
783405	bot-62	alpha	P00r-4320	state
783764	bot-69	alpha	P00r-4320	state
783843	bot-60	alpha	P00m-2330	state
783843	bot-64	alpha	P00r-2420	state
788407	bot-62	alpha	S00r-4320	state
788765	bot-69	alpha	S00r-4320	state
788853	bot-60	alpha	S00m-2330	state
788853	bot-64	alpha	S00r-2420	state
793318	bot-71	alpha	P00r-4410	state
798337	bot-71	alpha	S00r-4410	state
800419	bot-62	alpha	P00r-4320	state
800770	bot-69	alpha	P00r-4320	state
800859	bot-60	alpha	P00m-2330	state
800859	bot-64	alpha	P00r-2420	state
805432	bot-62	alpha	S00r-4320	state
805780	bot-69	alpha	S00r-4320	state
805882	bot-60	alpha	S00m-2330	state
805882	bot-64	alpha	S00r-2420	state
810357	bot-71	alpha	P00r-4410	state
815361	bot-71	alpha	S00r-4410	state
817451	bot-62	alpha	P00r-4320	state
817780	bot-69	alpha	P00r-4320	state
817889	bot-60	alpha	P00m-2330	state
817889	bot-64	alpha	P00r-2420	state
822453	bot-62	alpha	S00r-4320	state
822790	bot-69	alpha	S00r-4320	state
822907	bot-60	alpha	S00m-2330	state
822907	bot-64	alpha	S00r-2420	state
827371	bot-71	alpha	P00r-4410	state
832390	bot-71	alpha	S00r-4410	state
834467	bot-62	alpha	P00r-4320	state
834808	bot-69	alpha	P00r-4320	state
834925	bot-60	alpha	P00m-2330	state
834925	bot-64	alpha	P00r-2420	state
839467	bot-62	alpha	S00r-4320	state
839812	bot-69	alpha	S00r-4320	state
839945	bot-60	alpha	S00m-2330	state
839945	bot-64	alpha	S00r-2420	state
844412	bot-71	alpha	P00r-4410	state
849435	bot-71	alpha	S00r-4410	state
851493	bot-62	alpha	P00r-4320	state
851825	bot-69	alpha	P00r-4320	state
851951	bot-60	alpha	P00m-2330	state
851951	bot-64	alpha	P00r-2420	state
856514	bot-62	alpha	S00r-4320	state
856851	bot-69	alpha	S00r-4320	state
856989	bot-60	alpha	S00m-2330	state
856989	bot-64	alpha	S00r-2420	state
861451	bot-71	alpha	P00r-4410	state
866477	bot-71	alpha	S00r-4410	state
868528	bot-62	alpha	P00r-4320	state
868878	bot-69	alpha	P00r-4320	state
869014	bot-60	alpha	P00m-2330	state
869014	bot-64	alpha	P00r-2420	state
873544	bot-62	alpha	S00r-4320	state
873880	bot-69	alpha	S00r-4320	state
874032	bot-60	alpha	S00m-2330	state
874032	bot-64	alpha	S00r-2420	state
878502	bot-71	alpha	P00r-4410	state
883509	bot-71	alpha	S00r-4410	state
885550	bot-62	alpha	P00r-4320	state
885896	bot-69	alpha	P00r-4320	state
886054	bot-60	alpha	P00m-2330	state
886054	bot-64	alpha	P00r-2420	state
889698	bot-69	alpha	P00r-4320	initial
889698	bot-28	bravo	P00r-4410	initial
889698	bot-30	bravo	P00r-4320	initial
889698	bot-36	bravo	P00r-3420	initial
889698	bot-51	bravo	C00r-4310	initial
889698	bot-59	alpha	C00r-3410	initial
889698	bot-60	alpha	P00m-2330	initial
889698	bot-62	alpha	P00r-4320	initial
889698	bot-64	alpha	P00r-2420	initial
889698	bot-66	alpha	S00m-2430	initial
889698	bot-66	alpha	S00m-R430	ammo
889698	bot-67	alpha	S00r-4410	initial
889698	bot-70	bravo	P00m-4420	initial
889698	bot-71	alpha	S00r-4410	initial
889698	bot-72	bravo	P00r-4410	initial
889698	bot-73	bravo	P00r-4410	initial
889698	bot-74	bravo	P00r-4410	initial
889794	bot-51	bravo	C00r-4312	latches
889794	bot-59	alpha	C00r-3412	latches
889794	bot-66	alpha	C00m-R430	state
889849	bot-66	alpha	C00m-R432	latches
889944	bot-71	alpha	E00r-4410	state
889986	bot-71	alpha	E00r-4411	latches
890050	bot-60	alpha	C00m-2330	state
890089	bot-60	alpha	C00m-2332	latches
890144	bot-51	bravo	A00r-4310	state+latches
890239	bot-66	alpha	C00m-R43I	latches
890298	bot-66	alpha	G00m-R43I	state
890476	bot-66	alpha	G00m-R432	latches
890516	bot-51	bravo	C00r-4310	state
890559	bot-51	bravo	C00r-4312	latches
890559	bot-62	alpha	S00r-4320	state
890697	bot-51	bravo	E00r-4210	state+health+latches
890744	bot-51	bravo	E00r-4219	latches
890857	bot-51	bravo	E00r-4119	health
890857	bot-59	alpha	C00r-2412	ammo
890899	bot-69	alpha	S00r-4320	state
890965	bot-51	bravo	E00r-4019	health
891040	bot-71	alpha	P00r-4410	state+latches
891040	bot-51	bravo	D00r--000	state+ammo+packs+latches
891121	bot-59	alpha	C00r-0412	ammo
891121	bot-60	alpha	P00m-2330	state+latches
891121	bot-64	alpha	S00r-2420	state
891121	bot-71	alpha	S00r-4410	state
891199	bot-66	alpha	G00m-4432	ammo
891257	bot-60	alpha	S00m-2330	state
891257	bot-60	alpha	S00m-R330	ammo
891311	bot-60	alpha	C00m-R330	state
891362	bot-60	alpha	C00m-R332	latches
891686	bot-59	alpha	C00r-R412	ammo
891770	bot-66	alpha	C00m-4432	state
891821	bot-66	alpha	G00m-4432	state
892716	bot-60	alpha	C00m-4332	ammo
893177	bot-66	alpha	C00m-4432	state
893214	bot-66	alpha	G00m-4432	state
893704	bot-59	alpha	C00r-4412	ammo
893998	bot-60	alpha	S00m-4330	state+latches
893998	bot-60	alpha	P00m-4330	state
894593	bot-66	alpha	C00m-4432	state
894656	bot-66	alpha	G00m-4432	state
894697	bot-75	bravo	P00m-0420	initial
894721	bot-75	bravo	P00m-4420	ammo
895701	bot-59	alpha	S00r-4410	state+latches
895958	bot-66	alpha	C00m-4432	state
896019	bot-66	alpha	G00m-4432	state
896059	bot-66	alpha	S00m-0430	state+ammo+latches
896628	bot-66	alpha	S00m-R430	ammo
898109	bot-66	alpha	S00m-4430	ammo
901715	bot-67	alpha	P00r-4410	state
902574	bot-62	alpha	P00r-4320	state
902919	bot-69	alpha	P00r-4320	state
902991	bot-67	alpha	P00r-4420	packs
903134	bot-64	alpha	P00r-2420	state
903134	bot-71	alpha	P00r-4410	state
